,Average Mean,Average Median,Average Minimum,Average Maximum,Average Standard Deviation,Average Mean Deviation,Average Median Deviation,Average Minimum Deviation,Average Maximum Deviation,Average Standard Deviation Deviation,Highest Mean,Highest Median,Highest Minimum,Highest Maximum,Highest Standard Deviation,Lowest Mean,Lowest Median,Lowest Minimum,Lowest Maximum,Lowest Standard Deviation,Glucose
37,71.73086805555555,28.7,1.5333333333333334,215.06666666666666,74.23307695546673,1.2187402134380731,1.8239152027072605,1.5434449203720302,3.2550814975289866,1.2835463724229712,74.34583333333333,30.0,4,223,77.47092319684994,68.9796875,24.0,0,209,71.51034747318515,85
38,69.55979166666665,27.533333333333335,1.3333333333333333,210.26666666666668,72.05443623189905,1.648131890882939,1.4996295838935991,1.2995725793078619,4.552898954390367,1.7980429104512485,72.3078125,31.0,4,220,76.66175984743512,67.31458333333333,25.0,0,205,70.08216157239816,95
39,69.30336805555557,28.966666666666665,0.13333333333333333,209.66666666666666,70.4458255104158,1.7137441292357394,1.465908895153068,0.3399346342395189,4.935134806219134,2.542953572474619,73.45729166666666,32.0,1,225,77.00556831163746,67.171875,27.0,0,205,65.99252837868895,101
40,71.11996527777777,29.0,0.6666666666666666,212.8,73.24934148102751,1.362297354571453,1.8257418583505538,1.0110500592068734,4.942334131426837,1.5258232426793448,75.00833333333334,31.0,3,223,77.30513764010485,69.75625,25.0,0,205,71.33801067098139,188
41,70.02295138888888,28.433333333333334,1.6666666666666667,210.86666666666667,72.26591142737537,1.83491030136168,1.9223827807061615,1.1925695879998877,4.364503280888776,1.7703866311563754,72.47552083333333,31.0,4,217,75.22430344637999,66.62708333333333,24.5,0,204,70.12243381990095,95
42,73.28305555555556,30.233333333333334,2.7333333333333334,213.66666666666666,74.90916293806441,1.8246161509168772,1.579732748143038,1.569146972791976,4.714045207910318,2.257836239391853,79.25729166666666,32.0,5,229,82.44541406893572,71.49114583333333,28.0,0,210,72.5318493691276,83
43,77.0007638888889,38.13333333333333,0.2,233.0,75.25516084449085,1.84219277524402,2.3271346234276082,0.7483314773547879,3.5023801430836525,2.7849311418997362,82.75260416666667,42.0,3,238,83.77535526315788,74.69739583333333,33.0,0,227,72.59557958993277,92
44,70.79027777777779,29.5,2.066666666666667,210.86666666666667,72.26728075590859,2.7494693871157634,5.867992274477986,1.4360439485692011,4.19311605160437,1.8823663130789665,79.53385416666667,50.5,5,220,75.1895067545882,67.90885416666667,25.0,0,206,68.59815731656889,92
45,45.36288194444445,21.233333333333334,3.2666666666666666,137.13333333333333,42.27476252829088,2.158565655284813,1.7211107524567446,1.6110727964792761,6.561165208169115,2.8482931564459246,50.853125,24.0,6,154,49.894725533544204,42.64635416666667,18.0,0,127,38.11982802677935,97
46,74.31229166666667,39.43333333333333,0.0,227.53333333333333,71.55217026581312,2.0026776942505276,2.24993827075816,0.0,3.77477004450455,2.7124338390241487,80.13854166666667,43.5,0,237,80.84840220771176,71.63854166666667,35.0,0,223,69.08873049352258,106
