,Average Mean,Average Median,Average Minimum,Average Maximum,Average Standard Deviation,Average Mean Deviation,Average Median Deviation,Average Minimum Deviation,Average Maximum Deviation,Average Standard Deviation Deviation,Highest Mean,Highest Median,Highest Minimum,Highest Maximum,Highest Standard Deviation,Lowest Mean,Lowest Median,Lowest Minimum,Lowest Maximum,Lowest Standard Deviation,Glucose
24,73.01090277777777,28.666666666666668,0.7333333333333333,217.4,75.96907747937058,1.5369599047922622,1.9206480387850575,0.8537498983243799,4.758150901348127,1.907758161501263,76.64947916666667,33.0,2,227,79.28863115843741,70.73697916666667,26.0,0,211,73.67006017817425,94
25,76.58107638888889,41.611111111111114,0.0,228.33333333333334,71.71984466073965,0.46558965500948607,1.8525924445036743,0.0,2.943920288775949,0.47934417989100864,77.1828125,44.0,0,236,72.70192426198498,75.77864583333333,38.0,0,225,70.95982302183349,95
26,67.3007986111111,26.466666666666665,0.4,203.73333333333332,69.58537838888515,1.487018246794622,1.2036980056845192,0.6110100926607788,3.7853518844209044,1.6686368403370322,71.00729166666666,28.0,2,213,74.44644292038582,65.6796875,24.0,0,199,67.46255109696033,106
27,70.20291666666667,28.333333333333332,0.06666666666666667,210.93333333333334,72.40641245036932,1.2815567439948576,1.2064640713902572,0.24944382578492943,3.8724095283886943,1.4374305335034199,73.08229166666666,30.0,1,218,75.6899617612199,67.07291666666667,25.0,0,204,70.41481715242449,79
28,73.9779513888889,29.066666666666666,2.066666666666667,218.0,76.80291792707808,2.1450057454364204,2.2939534045447,1.3399834161494522,6.121002096606949,2.313371070194527,78.465625,33.0,4,228,80.66738463195256,70.0390625,26.0,0,207,72.75838321655974,91
29,69.94758522727273,29.272727272727273,0.6363636363636364,208.0909090909091,71.37178683719469,2.146593455313285,2.5968830649246724,0.77138921583987,3.8246698123568414,1.480235679875365,73.6765625,33.0,2,216,74.86206297065438,67.11822916666667,24.0,0,203,69.5511339468303,135
30,76.51722222222223,38.06666666666667,0.13333333333333333,229.26666666666668,75.03637046050014,1.4157291687956628,3.1510139461590594,0.3399346342395189,3.820413008505174,2.5203577098940513,80.059375,43.0,1,235,80.7678296597272,73.54166666666667,34.0,0,221,71.45467082450865,131
31,58.840277777777764,24.133333333333333,2.8666666666666667,178.8,59.25918839443446,1.5784509388688321,1.783878421367954,0.6182412330330469,3.145366963222786,1.49442577244466,60.708333333333336,27.0,4,183,61.92483735545509,53.68333333333333,21.0,2,170,54.54426464400776,109
32,71.01253472222221,27.133333333333333,0.8,212.8,73.76093282573741,1.5285827046242995,0.9568466729604881,0.9092121131323904,4.519587001780878,1.7747976647194956,74.99114583333333,29.0,3,224,78.45480004926657,69.36979166666667,25.0,0,207,72.35565173126835,134
33,70.35218749999999,26.933333333333334,1.2,211.66666666666666,73.51431012291862,1.5796493737843302,2.462158041682585,1.2220201853215573,4.361447262345634,1.9308992795195823,72.98489583333334,32.0,4,219,76.84332871302155,67.04427083333333,24.0,0,206,70.69063524390671,140
34,71.4113888888889,28.166666666666668,1.0,212.73333333333332,74.14162984442338,1.7953005065061576,2.433561633125864,0.9660917830792959,3.8378234572331347,1.7817333499691812,74.22708333333334,33.0,3,219,77.95841907001065,68.71354166666667,25.0,0,207,71.78547455884714,113
35,70.7082638888889,28.533333333333335,0.26666666666666666,212.93333333333334,72.77950002588135,1.4870704433780768,1.7074997966487597,0.44221663871405337,5.144144459696114,1.834802068821765,75.38385416666667,31.0,1,226,78.53189406314736,68.97916666666667,25.0,0,204,70.64026197673624,84
36,70.50232638888889,27.266666666666666,0.6,212.4,73.46871358935277,1.1205144286784279,1.3399834161494522,0.8793937305515279,3.5552777669262348,1.5363182814846241,73.72395833333333,30.0,3,224,78.67308313096416,69.08802083333333,25.0,0,208,72.01196128671523,100
37,71.436875,28.666666666666668,0.8666666666666667,213.73333333333332,73.67762960298136,1.2975901670438164,1.813529401164726,1.2578641509408803,3.37573037364591,1.3576190231372252,73.93802083333334,31.0,4,220,77.05233484078359,68.74791666666667,25.0,0,207,70.88660862448432,85
38,69.05493055555556,27.4,0.3333333333333333,208.26666666666668,71.37237501079942,1.524618587352916,1.4628738838327795,0.47140452079103173,4.567518168789504,1.6986336023338968,71.4125,30.0,1,217,75.74516447361498,66.87708333333333,25.0,0,203,69.5640051573428,95
39,68.96788194444444,29.0,0.0,208.8,69.90447468356572,1.5400243653312888,1.4605934866804429,0.0,4.182503237695499,2.4265195902020773,73.12916666666666,32.0,0,220,76.30620867687563,66.99895833333333,27.0,0,201,65.99031096678553,101
40,70.7626736111111,28.733333333333334,0.26666666666666666,212.33333333333334,72.72164896826348,1.3892668886659891,1.9821424996424675,0.573488351136175,4.060651288757616,1.5261845237464007,74.72708333333334,31.0,2,223,76.6025082258607,69.2640625,24.0,0,206,70.75144879250989,188
41,69.55059027777779,28.333333333333332,0.5333333333333333,209.26666666666668,71.68572714519756,1.7931910793897392,1.5776212754932306,0.8844332774281067,4.739432689913659,1.8305356037049885,72.065625,31.0,3,217,74.89269992105268,66.6703125,25.0,0,202,69.29863780757655,95
42,72.95524305555554,30.066666666666666,1.8,213.53333333333333,74.53472527721085,1.8215496507931872,1.5260697523012796,1.2220201853215573,5.289822513300632,2.300240236896016,79.04895833333333,32.0,3,231,82.21010746707648,71.08125,28.0,0,208,72.14443320416524,83
43,77.32815972222221,39.2,0.06666666666666667,233.4,74.69757649708056,1.7430517181232654,2.761642023627731,0.24944382578492946,4.046397574798271,2.6853385635312637,82.65364583333333,44.0,1,239,82.99345692859106,74.6484375,34.0,0,225,71.95422780099513,92
44,70.2746875,29.633333333333333,0.8,209.93333333333334,71.65693444481144,2.6752842852572583,5.984609891676781,1.2220201853215575,4.6542692468552165,1.8953710625145765,78.70260416666666,51.0,4,218,74.68645250747315,67.49114583333333,25.0,0,204,68.03936968073447,92
45,45.2109375,21.166666666666668,3.466666666666667,136.4,41.96595097097239,2.224087558046328,1.8043158136965811,1.4544949486180951,6.1946213228359115,2.7743773788928507,50.77552083333333,24.0,5,152,49.05543340552332,42.1921875,18.0,0,130,38.0833316202532,97
46,74.57472222222222,40.166666666666664,0.0,228.26666666666668,71.06088954417206,1.922431141931181,2.3499408976019422,0.0,4.358389100981641,2.6153206849292934,79.6375,45.0,0,238,79.98863102810299,71.80208333333333,36.0,0,222,68.62303399005006,106
47,51.86649305555555,24.633333333333333,1.4,159.0,49.01928788988937,2.5919467017972346,1.6977108770995795,1.083205120618128,6.2289646009589745,3.4825308346845185,57.172916666666666,28.0,4,170,54.42073072974785,48.061458333333334,21.0,0,148,43.56815032650874,147
48,69.2214236111111,27.733333333333334,0.26666666666666666,207.8,71.3067813631456,1.7184377964203104,2.0805982045769644,0.573488351136175,3.8505410875183066,1.5468178904321184,73.6171875,33.0,2,219,76.24945912653966,67.1734375,25.0,0,203,69.52880098683326,98
49,69.42211805555556,27.566666666666666,0.2,207.6,71.65457097118572,1.422212361619462,1.5584892970081279,0.4000000000000001,4.601449047129973,1.6873375815981022,73.61041666666667,30.5,1,221,76.7003048657113,67.59427083333334,25.0,0,203,70.00998309734071,92
50,71.97694444444444,29.366666666666667,1.8,211.86666666666667,73.97218322647291,1.8658302343323638,2.3837412238374833,1.514375558880073,4.951318567367238,1.9104476550504312,75.48541666666667,33.0,4,223,78.59849046892094,68.54166666666667,24.0,0,203,70.46688419670568,124
51,71.88538194444443,29.0,0.2,214.6,74.17024219986924,1.6236758367658786,1.7888543819998317,0.4000000000000001,3.9293765408776995,1.7360104620985133,74.365625,32.0,1,221,76.9083714759427,68.58697916666667,26.0,0,207,71.24935375064803,102
52,75.04114583333333,28.692307692307693,1.0769230769230769,222.3846153846154,78.67652071010897,1.6394081898887323,1.6817854699288803,1.3846153846153848,3.8737471729274366,1.587861980581061,77.91822916666666,33.0,4,229,81.78148655225999,72.16510416666667,26.0,0,217,76.7072313357268,91
53,71.22114583333334,28.733333333333334,0.6666666666666666,211.86666666666667,73.55574787049333,1.9529144960635596,1.9482185594936607,0.7888106377466155,5.377318621353543,2.154575488863966,76.90052083333333,33.0,2,226,78.78848926966045,68.64583333333333,26.0,0,205,69.99945505856523,120
54,69.39520833333333,27.666666666666668,0.4666666666666667,209.0,71.68052077881198,1.3003696389552741,0.8692269873603533,0.618241233033047,4.676180777800049,1.6141599288403656,72.37552083333334,29.0,2,220,75.67898985145789,67.453125,26.0,0,204,69.81017334697268,103
55,70.30423611111111,27.6,0.8,212.06666666666666,72.95060502116233,1.6732378041475162,2.1540659228538015,0.9092121131323904,3.9743622828770344,1.9825098899154137,73.77395833333334,31.0,3,219,76.84756250850292,67.3890625,24.0,0,204,70.1105770947727,87
56,72.2727306547619,28.928571428571427,0.7142857142857143,214.64285714285714,74.86517574959582,2.028252802557011,2.770102775666474,1.1605769149479945,5.29969194329987,2.0356493419499384,76.878125,33.0,4,225,78.98581359965851,69.40625,25.0,0,206,71.07398781917615,108
57,70.33059027777777,29.6,0.26666666666666666,210.86666666666667,71.88223348759352,1.6466954654172146,3.0724582991474434,0.44221663871405337,4.800925836637022,1.5180745856189481,73.45052083333333,33.0,1,224,75.97249810608265,68.07291666666667,24.0,0,206,69.71699039688963,100
58,69.29226762820512,28.576923076923077,0.6923076923076923,207.15384615384616,71.10021894011298,1.6839872707142902,2.1648072737646595,0.9101661204768638,3.8399950690303646,1.2450917098274656,73.34635416666667,34.0,3,216,73.54427476895283,67.04270833333334,26.0,0,203,69.165579175374,82
59,70.63430555555556,29.0,1.6666666666666667,210.4,72.64411000644917,1.7239982672727414,1.8973665961010275,1.0110500592068734,4.239496825489239,1.5208563109821536,73.13385416666667,33.0,3,216,74.48578117481364,67.69739583333333,25.0,0,204,70.49825201610598,104
60,77.52392361111112,39.46666666666667,0.0,230.86666666666667,75.90731526035451,0.9778274209107038,4.5697070171097645,0.0,2.390722810272148,2.6260302834866684,79.5953125,47.0,0,235,82.64330532794138,75.9640625,31.0,0,227,72.66384858712794,83
61,71.00040922619048,28.928571428571427,3.0714285714285716,208.42857142857142,72.6186460953774,1.0358371511826965,1.2797480619406367,1.222660197758835,3.9227229193559943,1.7114206270276902,72.74375,31.0,5,216,75.90440096554019,69.2390625,27.0,1,203,70.48216095402842,101
62,68.83715277777777,28.366666666666667,0.2,207.6,70.06906868434268,2.494641759781365,3.318969050105101,0.4,5.376492040974921,2.3990209306889225,74.35260416666667,35.0,1,220,76.56451102092447,66.1078125,25.0,0,201,67.5516109896587,77
63,68.74565972222221,27.066666666666666,0.4,205.8,71.00894320143448,1.4321148459878346,1.1234866364235145,0.8,4.833218389437829,1.7778741693413578,71.22604166666666,29.0,3,214,74.17379278001944,66.98958333333333,25.0,0,199,68.33977989789736,78
